北京,111.5,111.4,108.3,114.4,120.6,121.9,129.8,140.4,159.2,159.8
天津,273.1,265.9,210.3,185.4,175.3,169,168.5,162.3,158.8,154.8
河北,4410.3,4030.4,3880.4,3518.4,3338.6,3130,3082.5,3100.5,3164.7,3141.9
山西,1340.4,1286.9,1166.6,825.3,740.8,719.2,724.3,726.2,736.6,697.6
内蒙古,2653.7,2353.9,2028.8,1863.3,1750.7,1649.8,1650.6,1630.2,1638,1582.9
辽宁,2597.6,2461.9,2284.8,2178,2020.6,1902.3,1841.2,2053.7,2002,1973.4
吉林,1689.1,1553.8,1553,1287.3,1160.7,1095.4,1130.1,1270.6,1270.2,1250.2
黑龙江,3609.8,3463.4,3445.1,3183.2,3001.2,2965.3,2751.2,2712.2,2691,2539.6
上海,97,96.1,107.7,107.1,104.8,110.8,114.3,125.5,132,131.6
江苏,4959.4,4721,4537.6,4297.2,4141.7,4045.2,4039.8,3952.5,3607.4,3447.5
浙江,2324.8,2211.7,2166.3,2086.7,1975.9,1933.9,1890.4,1771.4,1726.6,1718.7
安徽,3513.7,3363.9,3185,2916,2638,2582.3,2489.8,2376.1,2295,2173.2
福建,3076.2,2899.9,2730.8,2595.5,2379,2215.1,2145.1,1932.8,1855.9,1745.2
江西,2451.5,2334.1,2243.8,2057.7,1877.3,1835.3,1794.1,1714.5,1626.9,1540.7
山东,6298.6,6029,5364.4,5117,4950.5,4832.7,4830.3,4902.8,4662.8,4454.1
河南,5817.8,5626.9,5354,4635.7,4311.1,4139.3,4063.6,4015.6,3988.2,3827.2
湖北,4986.7,4635.2,4133.2,3809.4,3548.2,3529,3406.5,3109.9,3001.6,2883.7
湖南,4602.7,4323,4240.7,3647.2,3084.2,2998.4,2915.6,2747.9,2671,2589.2
广东,5340.4,4984.7,4732.7,4350.6,3836.4,3611.4,3500.5,3189.8,3038.7,2876.4
广西,4269.8,4051.3,3645.9,3389.7,3021.1,2878.3,2800.3,2565.5,2413.4,2290.6
海南,1417.8,1254.4,1136,1079,986,962.8,924.7,835.4,793.2,723.6
重庆,2012.1,1921.9,1803.5,1551.6,1378.7,1276.1,1237,1067.7,990.8,941.2
四川,5964.3,5662,5556.9,4807.5,4427.4,4262.5,3900.6,3661,3524.7,3257.4
贵州,2861.2,2730.9,2539.9,2280.6,2156,2032.3,1861.8,1642,1281.5,999.3
云南,4012.2,3831.3,3611.8,3037.7,2498.7,2338.4,2225.5,2079.3,2007.4,1878.5
西藏,180.2,164.1,150.3,138.2,128.3,118.2,110.5,93.6,88.1,81.2
陕西,2575.3,2409.9,2267.7,1991.1,1830.2,1741.1,1696.1,1599.7,1566.9,1463.5
甘肃,1515.3,1364.8,1188.1,1059.3,926.1,859.8,800.8,733.4,695.8,658.1
青海,380.2,353.6,338,301.9,268.1,238.4,221.2,208.9,215.9,204.7
宁夏,407.5,364.6,338.1,280,279.4,250.6,241,236.8,216.9,210.7
新疆,2509.3,2359.1,1981.3,1781.8,1692.1,1551.8,1473.2,1409.7,1406.7,1326.6
