北京,6605.1,7389,5739.1,5667.4,5477.4,5049.4,4665.8,4419.8,4433,4168.3
天津,6038.9,5672.7,4911.8,4947.2,4835.3,4564.1,4368,4489.6,4615.5,4407.1
河北,17050.1,16355.8,13765.1,13393.7,12904.1,12778,12332.3,11519.5,11476.9,11178.4
山西,13840.8,11578.1,7703.2,7466.3,7074.5,6635.3,5113.6,5219.7,6378,6684.3
内蒙古,11241.8,9880.6,6908.2,6763.1,6335.4,5874.3,5579.8,5269.5,5114.4,4870.1
辽宁,11755.8,10883.3,9357.5,9475.9,9049,8328.9,7865.7,8344.6,9038.8,9204.2
吉林,4628.3,4768.3,4319.9,4134.8,4051.5,3995.5,3901.4,3837.8,3804.9,3572.1
黑龙江,4648.9,4086.5,3449.9,3640.1,3536,3519.5,3689.7,3926.9,4872.4,5202.7
上海,11458.4,11366.7,10258.6,10193.6,10360.8,9525.9,8570.2,8408.7,8633.3,8286.5
江苏,55888.7,52678.7,44631.3,43507.5,42129.4,39124.1,35041.5,33371.8,31048.8,29149.4
浙江,33205.2,31174,26361.5,26299.5,25308.1,23246.7,21571.3,20606.6,19580.7,18162.8
安徽,18588,17240.1,15216.5,14970,14094.4,12681.2,11517.5,10838.3,10982.6,10233.4
福建,25078.2,23319.8,20168.4,20065.5,18847.8,16290,14683.7,13735.7,13165.1,11805.5
江西,14359.6,13230.7,11107.9,10820.3,10081.2,9444.6,8732.5,8367.7,8238.7,7661.9
山东,35014.2,32834.5,28456.7,28171.8,27523.7,26925.6,25565,24814.9,23588,22615.9
河南,25465,23566.4,22220.9,23035.6,22038.6,20940.3,18986.9,17947.9,17139.6,15995.4
湖北,21240.6,19332.1,15933.8,18723,17573.9,15713.9,14527,13569.5,13007.9,11846.3
湖南,19182.6,17852.5,15949.2,15401.7,13904.1,13459.8,12942,12665.7,11825.1,10913.8
广东,52843.5,50555.8,43868.1,43368.2,41398.5,38536.6,35499.2,33913.8,31930.4,29343
广西,8938.6,8513.9,7046.8,7046.4,6692.9,6138.3,5621,5391,5145.6,4709.3
海南,1310.9,1240.8,1072.2,1083.8,1053.1,996.4,904,882.9,826.5,750.9
重庆,11693.9,11217.3,9969.6,9392,8842.2,8455,7765.4,7208,6774.6,5988.6
四川,21157.1,19949.7,17505.6,17187.9,16056.9,14569.2,13450.1,13192.5,13082.7,12418.9
贵州,7113,6850.5,6263,5971.5,5506.2,4970.9,4468.7,4026.7,3582.4,3171
云南,10471.2,9537.2,8387.5,8060.4,7267.5,6317.8,5747.4,5491.7,5376.5,5000.5
西藏,804.7,757.3,714.9,635.6,582.7,469.6,390.4,341.8,310.3,270.8
陕西,15933.1,14019,11222,11779.5,11215.3,10114.1,8906.5,8664.6,9045,8418
甘肃,3945,3451.2,2824.8,2862.4,2761.6,2515.8,2483.5,2505.4,2823.3,2674
青海,1585.7,1364.7,1143.2,1153.9,1093.7,975.7,867.7,761.1,714.8,681
宁夏,2449.1,2099.2,1629.3,1587.1,1488.1,1406,1179.7,1116.8,1113.7,1059.5
新疆,7271.1,6295.9,4786.7,4784.4,4657.2,4096.2,3446.1,3446.1,3829.3,3479.9
